Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
1340.0,Siem Reap Countryside Bicycle Tour 4 hours,Bike Tours,1.0,4.6,4.0,35.9,"Hotel pick up & drop off, Quality mountain bike & helmet, English speaking guide, Coconut, soft drink & drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1341.0,Angkor Wat Small Cycle with Sunset combine tour,Full-day Tours,1.0,4.6,7.0,28.0,"Air-conditioned vehicle, Tour guide, Drinking Water, Pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
1342.0,Private Photo Session with a Local Photographer in Siem Reap,Photography Tours,1.4,4.3,1.0,279.32,"100% money back satisfaction guarantee, The best locations, outfits and other recommendations, A photo session for your party only, Receive edited HD pictures within 4 work days","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1343.0, 1-Day Amazing Angkor Wat Small Circuit & Sunrise,Bus Tours,1.0,4.6,7.0,37.0,"English Speaking Guide with licensed., Pick up & drop off at hotel, One Way Airport Pick up, please send us of your arrival time & Flight Number","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1344.0,Beng Mealea Temple and Rolous Group,Luxury Car Tours,1.0,4.6,6.0,62.0,"Pick up and Drop off, Private luxury car, Cool drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1345.0,5-day Siem Reap deep into Angkor temples & Floating village,Bus Tours,1.0,5.0,72.0,552.83,"Breakfast, Lunch, Dinner, Lunch, Breakfast, Breakfast, Lunch, Breakfast, Accommodation in Double/Twin shared with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Entry/Admission - Angkor Thom, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm, Entry/Admission - Prasat Kravan, Entry/Admission - Banteay Kdei, Entry/Admission - Srah Srang, Entry/Admission - Preah Khan, Entry/Admission - Neak Pean, Entry/Admission - Ta Som, Entry/Admission - Pre Rup, Entry/Admission - Tonle Sap Lake, Entry/Admission - Wat Bo Temple, Entry/Admission - Psar Chaa - Old Market, Entry/Admission - Wat Thmey (Killing Fields)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1346.0," 2-Day Angkor Wat Small, Big Circuit & Banteay Srei Tour-Free Airport Pick Up",Bus Tours,1.0,4.6,48.0,90.0,"English Speaking Guide with licensed., Pick up & drop off at hotel, Air-conditioned vehicle with driver, Cool water and Cool wet towel, Start pick up at your hotel and finish drop you at hotel, Entry/Admission - Banteay Samre","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1347.0,Angkor 3 day Aventure -Private Tour,Multi-day Tours,1.0,4.6,72.0,185.0,"A licensed local guide, A/C car for the whole trip, Drinking water, Cold hand towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1348.0,Angkor Wat Sunrise with E-Bike 1-day tour,Full-day Tours,1.0,4.6,24.0,70.52,"Hotel pickup at 4:50 AM, Modern E-Bike, high quality, fully charge and maintain with helmet, English Speaking Tour Guide with the license., Lunch at Sra Srang enjoy the traditional Khmer Cuisine, Snack, and refreshments., Drop off. at the hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1349.0,Private Taxi Transfer Phnom Penh - Kampot with Relaible Driver,Bus Tours,1.0,4.6,4.0,55.0,"Gasoline, Toll, Parking Passenger Insurance, Private and personal driver","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1350.0,Phnom Penh Airport Pickup/Transfer,Bus Tours,1.0,4.6,1.0,20.0,"Private transportation, Air-conditioned vehicle, Bottled water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1351.0,Cycling and Remote Temple Tour Full Day,Full-day Tours,1.0,4.6,7.0,92.63,"Bottled water, Coffee and/or Tea, Local guide, Tour escort/host, Hotel pickup, Hotel drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1352.0,Private Angkor Grand Tour Sunset by Lexus,Full-day Tours,1.0,4.6,7.0,64.62,"Professional English speaking tour guide, A/C Lexus/min van/mini bus with licensed driver, Cool pure drinking water and towels, Gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1353.0,Amazing Sunrise Angkor Wat Small Tour with English Speaking Guide,Full-day Tours,1.0,4.6,7.0,109.0,"Cold water and towel, Full License English Speaking Guide, Tour information, Parking fee, English speaking driver, Sunrise, Sunset, Pick up and drop off to the hotel.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1354.0, Kbal Spean and Banteay Srei Tour,Full-day Tours,1.0,4.6,9.0,59.06,"Air-conditioned vehicle, Cool water and towels, Entrance to the floating village, Experienced English speaking local guide, Pick up / drop off from / at your hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1355.0,Phnom Penh Extreme Outdoor Shooting Range,Adventure Tours,1.0,5.0,24.0,656.42,"Transport to up and down from airport to the Phnom Penh Extreme Outdoor Shooting Range, Transport to up and down from your hotel location to the Phnom Penh Extreme Outdoor Shooting Range, The weapons as mentioned above, Video service and also plus edited, Cold beers and bottles of waters, Optional, if you would like to have photo shooting, please inquire us.","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1356.0,A Glimpse of Phnom Penh 3 days 2 nights tour,Bus Tours,1.4,4.3,72.0,300.52,"2 nights accommodation with dbl/twn/tpl sharing with daily breakfast, 4 meals mentioned in program: Usd8/pax/meal, Private air-conditioned transfers, Private English speaking guide, Bottles of drinking water every day, Breakfast, Lunch, Dinner, Bottled water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1357.0,3-Day Angkor All Major Temples & Beng Mealea-Free Airport Pick Up,Bus Tours,1.0,4.6,72.0,110.0,"Air-conditioned vehicle with driver, Start pick up at your hotel and finish drop you at hotel, English Speaking Guide with licensed., Cool water and Cool wet towel, Entry/Admission - Lolei","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1358.0,Kompong Pluk Siem Reap city Private bike tour,Full-day Tours,1.0,4.6,7.0,128.21,"Standard bicycles, Cool pure drinking water, Set Menu foods, Fruit Snack, All Parking fees, Private Tour, Boat Ticket, Drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1359.0,Short Trek at Kulen National Park,Adventure Tours,1.0,4.6,6.0,123.08,"Tour and transfer by air-conditioned vehicle, English Speaking & Trekking guide, All Fees and Taxes, Bottled water, Lunch, Entry/Admission - Phnom Kulen National Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1360.0,Discovery Angkor Wat Temple Tour 2-Days,Luxury Car Tours,1.0,4.6,48.0,69.0,"Pick up and Drop offf, Drinking water, Private luxury car, English speaking assist","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1361.0,Roundtrip transfer in Private Car from Calafate Airport (FTE)- Calafate City,Bus Tours,1.0,4.6,1.0,53.25,"All taxes, fees and handling charges, Hotel pickup and drop-off, Round-trip private transfer, Transport by private vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1362.0,Special Angkor Wat Sunset Private Tour,Full-day Tours,1.0,4.6,7.0,173.34,"Professional English speaking tour guide, A/C Lexus,Van and bus with Licensed driver, Cool pure drinking water and towels., Gratuities is recommended, pick up and drop off, Entry/Admission - Angkor Friendly Tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1363.0,2 Day Private Tour in Cambodia,Bus Tours,1.4,4.3,48.0,300.0,"Air-conditioned vehicle, English Speaking Guide, Bottle water and cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1364.0,6-day Highlights of Phnom Penh Siem Reap Floating village,Bus Tours,1.0,5.0,72.0,691.29,"Accommodation in Double/Twin shared with daily breakfast, Breakfast, Lunch, Lunch, Breakfast, Dinner, Lunch, Breakfast, Dinner, Breakfast, Breakfast, Boat trip in Tonle Sap, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, Water during transfer, Air-conditioned vehicle, Entry/Admission - Royal Palace, Entry/Admission - Silver Pagoda, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - West Baray, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm, Entry/Admission - Tonle Sap Lake, Entry/Admission - Wat Bo Temple, Entry/Admission - Wat Bo Temple, Entry/Admission - Wat Thmey (Killing Fields), Entry/Admission - Artisans d'Angkor","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1365.0,Teeing Off Twice in Siem Reap,Bus Tours,1.4,4.1,7.0,247.44,"A full-day tour with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., 2 rounds of 18 holes golf in and around Siem Reap, inclusive of caddy services, All applicable taxes and service charges","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1366.0,1 Day Banteay Srei & Kulen Mount,Adventure Tours,1.0,4.6,7.0,55.0,"A/C car / van / bus with driver, Cool drinking waters and towels, Parking fees and road tolls, Professional license English tour guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1367.0,Private Transfer from Moc Bai to Tan Son Nhat (SGN) Airport,Bus Tours,1.0,4.6,2.0,86.03,"All taxes and VAT, Any parking and/or airport tolls, Meet and greet service, Private one way transfer, Tips and gratuities","Asia, Cambodia, Svay Rieng Province, Bavet, Things to Do in Bavet, Bavet Tours, Tours and Tickets"
1368.0,Private car charter In Siem Reap to see Angkor Wat+Bayon+Ta phrom temple,Bus Tours,1.0,4.6,4.0,16.0,"Air-conditioned vehicle, Fuel surcharge, Parking Fees, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1369.0,7-Day Ho Chi Minh & Siemreap (HCM Mekong Cu Chi Siem Reap Angkor),Bus Tours,1.0,5.0,72.0,822.57,"Breakfast, Breakfast, Lunch, Lunch, Breakfast, Lunch, Lunch, Breakfast, Breakfast, Breakfast, Accommodation in Double/Twin share with daily breakfast, English-speaking tour guide (other languages available upon request), Entrance fees as mentioned in the program, SIC Tour to Cu Chi Tunnels, Mekong Delta & Angkor Complex, Water during transfer, Air-conditioned vehicle, Entry/Admission - The Independence Palace, Entry/Admission - War Remnants Museum, Entry/Admission - Cu Chi Tunnels, Entry/Admission - Vinh Trang Temple, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm, Entry/Admission - Prasat Kravan, Entry/Admission - Banteay Kdei, Entry/Admission - Srah Srang, Entry/Admission - Thommanon, Entry/Admission - Chau Say Tevoda, Entry/Admission - Preah Khan, Entry/Admission - Neak Pean, Entry/Admission - Ta Som, Entry/Admission - Pre Rup","Asia, Vietnam, Ho Chi Minh City, Things to Do in Ho Chi Minh City, Ho Chi Minh City Tours, Tours and Tickets"
1370.0,"1 Day - Angkor Wat, Bayon,Angkor Thom, Ta Promh, Preah Khan",Bus Tours,1.0,4.6,6.0,30.0,"All local applicable taxes, Free cool & cool towels during touring, English Speaking Tour Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1371.0,Private Full day Angkor Sunset by Bike,Full-day Tours,1.0,4.6,7.0,76.93,"English speaking guide with license, better bicycles, Fruit snack., Set menu food for lunch., Cool pure drinking water, Local taxes, Private tour, All parking fees, Gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1372.0,Angkor Discovery by Scooter,Full-day Tours,1.0,4.6,8.0,45.0,"English speaking guide, Pickup & drop-off by scooter & drivers, Drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1373.0,Excursion Angkor Wat Small Group Full Day Tour,Ancient Ruins,1.0,4.6,8.0,49.0,"Expert English-speaking guide 01 Day, Transportation MiniVan or Car in an air-conditioned, Mineral water, Hotel pickup and drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1374.0,Kampot and Kep Excursion from Sihanoukville Cruise Port,Full-day Tours,1.0,4.6,7.0,160.65,"Hotel pickup and drop-off, Local live English Speaking Guide through out the tour, Shared air conditioned vehicle on tour, Cold bottled waters on tours, Small group tour, Bottled water","Asia, Cambodia, Sihanoukville Province, Sihanoukville, Things to Do in Sihanoukville, Sihanoukville Tours, Tours and Tickets"
1375.0,Luxury Camping,Food Tours,3.6,5.0,48.0,1500.0,"service provide with 1 time dine 1 time breakfast for 2 person and other person please mention for organized., Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1376.0,Champagne Breakfast at Angkor,Bus Tours,1.4,4.3,4.0,325.0,"Local English speaking guide, Tours and transfers as mentioned by private air conditioned vehicle unless stated otherwise, Picnic breakfast: American/Continental breakfast set menu, Free-flow fresh juices, Champagne, Cushion set up with table, Bottled water, Coffee and/or Tea, Alcoholic Beverages, Entry/Admission - Angkor Wat","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1377.0,Half-Day Guided Tour: Siem Reap Countryside with Quad Bike,Bike Tours,1.0,4.6,4.0,147.44,"Quad bike, Experienced guide, Short training orientation, Hotel pickup and drop-off by Tuk Tuk, Water, Helmet, Fuel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1378.0,Private Day Trip To Battambang From Siem Reap,Full-day Tours,1.0,4.6,11.0,224.0,"Private comfortable air-conditioned vehicle with safety belts (car/minivan), Experienced English Speaking Driver, Road Tax, fuel, and parking fees, Driver's expenses, foods, Drinking water during the trip, Airport pick up","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1379.0,4 Days The Heritage Tour,Bus Tours,1.4,4.3,72.0,415.0,"Lunch, Lunch, Meet and greet service at airport, including welcome itinerary and signage, Porterage for 1 piece of standard sized luggage + 1 hand carry per person for arrival & departure transfer, Services of an English Speaking Local Guide during tour, Admissions according to the itinerary, Private transportation by air-conditioned vehicle, Entry/Admission - Angkor Thom, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm, Entry/Admission - Preah Khan, Entry/Admission - Pre Rup, Entry/Admission - Banteay Samre, Entry/Admission - Banteay Srei, Entry/Admission - Chong Kneas Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1380.0,Siem Reap Charity Sunset City Tour,Ancient Ruins,1.0,4.6,7.0,64.11,"English Speaking Tour guide, air conditioner car and driver, cold water and cold Towels, Coconuts in local village, Pick up and drop off, Some Beers during sunset, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
